blue.color,blue.stats.ball.possession_time,blue.stats.ball.time_in_side,blue.stats.boost.amount_collected,blue.stats.boost.amount_collected_big,blue.stats.boost.amount_collected_small,blue.stats.boost.amount_overfill,blue.stats.boost.amount_overfill_stolen,blue.stats.boost.amount_stolen,blue.stats.boost.amount_stolen_big,blue.stats.boost.amount_stolen_small,blue.stats.boost.amount_used_while_supersonic,blue.stats.boost.avg_amount,blue.stats.boost.bcpm,blue.stats.boost.bpm,blue.stats.boost.count_collected_big,blue.stats.boost.count_collected_small,blue.stats.boost.count_stolen_big,blue.stats.boost.count_stolen_small,blue.stats.boost.time_boost_0_25,blue.stats.boost.time_boost_25_50,blue.stats.boost.time_boost_50_75,blue.stats.boost.time_boost_75_100,blue.stats.boost.time_full_boost,blue.stats.boost.time_zero_boost,blue.stats.core.assists,blue.stats.core.goals,blue.stats.core.goals_against,blue.stats.core.saves,blue.stats.core.score,blue.stats.core.shooting_percentage,blue.stats.core.shots,blue.stats.core.shots_against,blue.stats.demo.inflicted,blue.stats.demo.taken,blue.stats.movement.count_powerslide,blue.stats.movement.time_boost_speed,blue.stats.movement.time_ground,blue.stats.movement.time_high_air,blue.stats.movement.time_low_air,blue.stats.movement.time_powerslide,blue.stats.movement.time_slow_speed,blue.stats.movement.time_supersonic_speed,blue.stats.movement.total_distance,blue.stats.positioning.time_behind_ball,blue.stats.positioning.time_defensive_half,blue.stats.positioning.time_defensive_third,blue.stats.positioning.time_infront_ball,blue.stats.positioning.time_neutral_third,blue.stats.positioning.time_offensive_half,blue.stats.positioning.time_offensive_third,duration,max.game.rank,orange.color,orange.stats.ball.possession_time,orange.stats.ball.time_in_side,orange.stats.boost.amount_collected,orange.stats.boost.amount_collected_big,orange.stats.boost.amount_collected_small,orange.stats.boost.amount_overfill,orange.stats.boost.amount_overfill_stolen,orange.stats.boost.amount_stolen,orange.stats.boost.amount_stolen_big,orange.stats.boost.amount_stolen_small,orange.stats.boost.amount_used_while_supersonic,orange.stats.boost.avg_amount,orange.stats.boost.bcpm,orange.stats.boost.bpm,orange.stats.boost.count_collected_big,orange.stats.boost.count_collected_small,orange.stats.boost.count_stolen_big,orange.stats.boost.count_stolen_small,orange.stats.boost.time_boost_0_25,orange.stats.boost.time_boost_25_50,orange.stats.boost.time_boost_50_75,orange.stats.boost.time_boost_75_100,orange.stats.boost.time_full_boost,orange.stats.boost.time_zero_boost,orange.stats.core.assists,orange.stats.core.goals,orange.stats.core.goals_against,orange.stats.core.saves,orange.stats.core.score,orange.stats.core.shooting_percentage,orange.stats.core.shots,orange.stats.core.shots_against,orange.stats.demo.inflicted,orange.stats.demo.taken,orange.stats.movement.count_powerslide,orange.stats.movement.time_boost_speed,orange.stats.movement.time_ground,orange.stats.movement.time_high_air,orange.stats.movement.time_low_air,orange.stats.movement.time_powerslide,orange.stats.movement.time_slow_speed,orange.stats.movement.time_supersonic_speed,orange.stats.movement.total_distance,orange.stats.positioning.time_behind_ball,orange.stats.positioning.time_defensive_half,orange.stats.positioning.time_defensive_third,orange.stats.positioning.time_infront_ball,orange.stats.positioning.time_neutral_third,orange.stats.positioning.time_offensive_half,orange.stats.positioning.time_offensive_third,overtime,overtime_seconds,server.region
blue,39.41984732824427,36.396946564885496,2068,1517,551,128,31,467,273,194,367,87.04,1010.91736,928,17,48,3,17,68.55725190839695,56.18320610687022,29.290076335877863,39.74809160305344,12.038167938931297,20.96946564885496,0,0,3,2,225,0.0,2,6,1,0,34,76.37404580152672,115.29007633587787,10.442748091603054,73.54198473282443,3.603053664122137,82.80916030534351,40.09160076335878,386785,136.87022900763358,121.24427480916032,85.30534351145039,62.39695038167938,69.12977099236642,78.03053435114504,44.83969312977099,131,Grand Champion II,orange,29.648854961832065,54.961832061068705,1698,1091,607,225,30,321,87,234,101,91.89,830.04724,761,13,47,1,15,84.62595419847328,37.93893129770993,26.679389312977104,44.83206106870229,14.755725190839694,41.14503816793893,1,3,0,1,630,50.0,6,2,0,1,21,77.89312977099237,98.2290076335878,11.732823664122137,88.43511450381679,2.198473282442748,91.90076335877862,28.6030534351145,366424,147.5114503816794,139.25954198473283,100.96183969465649,50.877858015267186,59.80916488549618,59.1297709923664,37.61832061068702,False,0.0,USE
blue,47.81818181818181,55.88636363636363,505,391,114,19,10,18,0,18,46,92.46001,725.74854,662,4,11,0,3,40.95454545454545,42.70454545454545,34.68181818181818,76.56818636363636,5.704545454545454,32.15909090909091,1,7,4,3,1294,70.0,10,7,0,0,16,61.431815909090915,123.52273181818182,3.5681818181818183,76.20454545454545,3.340909090909091,134.52272727272728,7.363636363636364,101803,169.5,166.97727272727272,128.63636363636363,33.77272727272727,61.61363636363636,36.31818181818182,13.068181818181818,44,Champion III,orange,25.47727272727273,34.18181818181818,358,274,84,134,9,114,100,14,0,100.729996,514.491,509,4,8,1,2,44.40908863636364,32.36363636363637,22.454545454545457,89.34090454545455,54.977270454545454,23.113636363636363,2,4,7,2,941,57.142857,7,10,0,0,5,52.977275,123.90909090909092,11.454545454545455,59.77272727272728,0.8409090909090909,132.29545454545456,9.863636363636363,97081,138.22727272727272,101.72727727272728,55.93181818181818,56.93181818181819,82.97727727272726,93.38636363636364,56.20454545454545,False,0.0,USE
blue,33.49019607843137,52.799019607843135,2280,1592,688,149,0,173,0,173,203,79.72,701.21484,741,18,62,0,15,83.14215686274511,43.76960784313726,25.519607843137255,35.64216176470588,17.53921568627451,35.990196078431374,0,0,3,2,292,0.0,3,7,4,1,68,78.73039215686275,112.97549019607843,7.931372549019608,77.40196078431373,3.1911764705882355,95.99509803921569,23.57843137254902,565010,135.1323431372549,147.16666666666669,108.89705882352942,63.17647058823529,62.117647058823536,51.14215686274509,27.28921568627451,204,Grand Champion I,orange,47.53921568627451,40.7892156862745,3089,2467,622,633,21,455,280,175,508,109.39,950.0231,982,31,57,3,17,44.32843137254902,45.549019607843135,39.029409313725495,55.622549019607845,18.014705882352942,14.941176470588236,2,3,0,1,824,42.857143,7,3,1,4,70,72.94607843137256,104.25490196078431,10.191176470588236,79.39215196078432,3.3676470588235294,93.1029411764706,27.784313725490193,558893,142.6568725490196,107.11764215686274,76.9607843137255,51.18627450980392,66.74509803921569,86.72058823529412,50.13725490196078,False,0.0,EU
blue,32.593939393939394,44.578787878787885,3675,2422,1253,711,69,658,335,323,257,107.94,704.65295,658,31,113,4,30,36.0030303030303,51.43030303030302,39.24848484848485,61.33030303030302,28.624242424242425,10.033333333333333,1,2,4,1,676,50.0,4,7,2,1,85,84.74848484848485,113.84242424242423,7.43030303030303,78.0030303030303,3.5696969696969694,95.37878787878788,19.151514242424245,898231,142.4272727272727,129.25757575757578,95.64545454545454,56.84848484848485,65.13030303030303,70.02121212121212,38.50303030303031,330,Diamond III,orange,42.28484848484848,47.03333333333334,4233,3259,974,748,165,879,535,344,529,111.240005,811.64514,739,40,74,7,24,50.59393636363636,30.79090909090909,31.733333333333334,79.47272727272727,33.081818181818186,20.02121212121212,1,4,2,1,944,57.142857,7,4,1,2,63,77.82727878787878,123.78181212121213,5.160605757575758,69.43939393939395,1.924242424242424,99.15151515151514,21.40908909090909,896076,157.55152727272724,132.33636969696968,100.66060606060607,40.833333333333336,60.18484545454545,66.04848181818181,37.539395454545456,False,0.0,EU
blue,36.83707865168539,53.32303370786518,4506,3523,983,788,83,1204,915,289,634,93.36,799.17236,775,43,87,10,25,75.24719101123596,30.68820224719101,27.643258426966288,57.3314606741573,25.0,33.918539325842694,0,2,3,4,897,40.0,5,7,1,3,66,73.47753370786516,106.77247191011236,6.77808988764045,83.71348314606742,2.3230337078651684,92.52809550561797,31.255619101123592,988939,141.93538764044945,131.1994382022472,104.21348314606742,55.32583988764045,53.29775,66.06460674157303,39.75561797752809,356,Champion II,orange,42.56179775280899,39.54775280898876,4518,3147,1371,533,101,1423,927,496,574,97.649994,801.30066,793,38,123,11,44,63.87640449438202,47.2191011235955,36.337078651685395,47.3623595505618,18.196629213483146,22.890450842696627,3,3,2,2,1010,42.857143,7,5,3,1,100,81.23033707865169,117.72191011235955,5.418539325842697,75.83707303370787,3.2808988764044944,97.6376488764045,20.109550561797754,975765,149.6432584269663,110.19943820224721,79.01966292134831,49.33426966292135,67.41854213483145,88.77808988764045,52.54213483146067,False,0.0,EU
blue,53.82580645161291,56.722580645161294,1978,1436,542,389,38,352,173,179,111,115.15,795.5491,798,18,49,2,16,40.00645161290323,37.4709664516129,42.26451612903226,73.15483870967742,34.709679354838705,17.78064516129032,0,0,1,5,485,0.0,0,6,0,0,63,76.04515806451613,110.23870967741935,11.148386451612904,78.58064516129032,4.593548387096774,97.81290322580645,26.116129032258062,439688,138.3742,133.27096774193546,100.16129032258065,61.599997419354835,60.18064516129032,66.70322580645161,39.63225806451613,155,Champion III,orange,35.483870967741936,40.01935483870968,1959,1362,597,412,75,287,82,205,177,118.350006,787.9072,766,18,55,2,19,33.45161290322581,38.60644903225807,37.89677419354839,87.76129032258065,25.909677419354836,16.025806451612905,0,1,0,0,278,16.666666,6,0,0,0,71,77.78064516129032,115.51612903225808,8.716129032258065,75.71612903225807,5.961290322580645,97.66451612903225,24.490322580645163,432416,160.7742,129.76774193548385,95.39354193548388,39.1741935483871,59.909677419354836,70.16773870967742,44.63225806451614,False,0.0,USE
blue,44.685483870967744,56.26881720430107,4419,3271,1148,463,155,850,547,303,660,92.56,747.4839,799,38,94,7,27,67.25,41.39247311827957,31.206989247311828,50.524193548387096,25.330644086021504,25.432795698924732,1,3,2,4,1084,42.857143,7,7,1,2,69,75.83602150537635,113.2983870967742,6.043011021505377,79.1478494623656,2.040322580645161,100.55376344086022,22.099462365591396,1004142,142.83602150537635,133.38440860215053,102.67204301075267,55.65322580645161,57.59677688172042,65.1021505376344,38.217741935483865,372,Champion I,orange,35.954301075268816,36.994623655913976,4829,3494,1335,728,167,1314,735,579,543,104.68,816.8363,747,42,116,9,50,50.71236559139785,39.29838709677419,37.29569623655914,64.54032258064515,26.403225806451612,21.26344247311828,1,2,3,4,896,28.571428,7,7,2,1,147,78.83602150537634,119.64516666666667,2.301075,76.72580107526882,4.577956720430108,96.36559139784947,23.465053763440864,1032370,143.95967741935482,115.02419354838709,81.83602150537635,54.71236559139785,66.59946236559139,83.64516129032259,50.233870967741936,True,16.0,EU
blue,43.040268456375834,38.805369127516784,2190,1487,703,432,239,426,171,255,226,98.18,898.2773,878,20,57,5,24,73.28859060402685,42.630872483221474,28.71812080536913,50.75167449664429,21.953020134228186,22.308724832214764,0,0,1,1,239,0.0,3,2,0,1,52,94.08053691275168,97.00671812080537,15.536914093959734,85.7785234899329,2.436241543624161,72.09395973154362,32.15436241610738,464795,146.36912751677852,100.65772483221475,74.06040268456375,51.95302013422819,59.375838926174495,97.65772483221477,64.88590604026847,149,Grand Champion I,orange,44.95973154362416,59.40939597315435,1987,1335,652,379,92,460,290,170,196,114.42,815.0123,814,18,51,4,15,61.22818523489932,23.74496644295302,40.174496644295296,71.45637583892618,19.134229530201342,14.013422818791947,0,1,0,3,454,50.0,2,3,1,0,54,72.79194630872483,106.16778523489934,15.060402013422818,79.14093959731544,3.6778523489932886,101.11409395973155,26.463087248322147,427979,149.1476577181208,135.20804697986577,107.71140268456377,51.22818791946309,54.30201342281878,65.16778523489933,38.355704697986575,False,0.0,EU
blue,48.197604790419156,32.47005988023952,4383,3238,1145,813,331,1134,670,464,696,101.25,816.25183,806,41,99,10,40,58.38323353293413,33.82335329341317,41.90718562874252,54.58982035928144,21.0,24.464071856287422,0,1,2,2,632,25.0,4,4,1,5,89,74.25149700598801,125.59880239520957,2.4760479041916166,67.28742215568863,3.2035928143712575,101.22455988023953,19.886227544910177,882461,138.9191616766467,99.52394311377245,71.78443413173653,56.440119760479035,55.48802395209581,95.83831736526946,68.08682634730539,334,Champion II,orange,36.72455089820359,62.98203592814372,3715,2351,1364,364,34,420,128,292,544,91.28,691.84924,696,29,111,2,18,74.25748502994011,49.97005988023952,37.09281437125749,33.964070359281436,12.188622754491018,31.218564071856285,0,2,1,1,700,50.0,4,4,5,1,149,73.41317664670657,120.40419161676645,2.3592814371257482,76.27844311377245,6.404191616766468,108.2784491017964,17.350298502994015,875263,149.2694610778443,150.0089730538922,120.62874251497004,49.77245209580838,50.44610479041916,49.02994011976048,27.961077844311376,False,0.0,EU
blue,41.54565217391305,41.54565217391305,6003,4322,1681,390,47,1433,752,681,1609,86.9,825.72217,839,47,139,8,52,77.74347826086957,42.06956304347826,25.504347826086953,43.80652391304348,15.493478260869564,40.14130434782609,2,3,4,4,1145,25.0,12,8,4,2,82,76.7195652173913,125.57173913043478,4.708695652173913,67.70217391304348,2.8869567391304347,100.75434782608697,20.506521739130434,1219747,146.81739130434784,120.68913913043477,85.39565217391304,51.163043478260875,63.75217391304348,77.2913,48.832608695652176,460,Champion I,orange,37.436956521739134,50.64347826086957,5529,3796,1733,1060,287,1366,926,440,832,102.56,760.5227,689,48,155,12,41,58.717391304347835,37.63260869565217,38.08478260869565,55.232608695652175,32.167391304347824,17.452173913043477,0,4,3,4,1267,50.0,8,12,2,4,100,78.87173913043478,118.02391956521738,6.645652173913044,72.32391304347826,3.278260869565217,100.96086521739132,17.158695652173915,1229026,138.56304347826088,131.63260869565215,98.34565217391304,58.426086956521736,59.38260869565218,65.35652173913043,39.26521739130435,True,78.0,EU
blue,43.88537549407115,41.62450592885376,3584,2712,872,441,113,950,605,345,325,104.75,880.5897,848,31,82,7,31,68.06718972332017,35.25296442687747,25.53359683794466,68.47826086956522,25.92885375494071,28.09486166007905,1,3,0,0,769,37.5,8,1,4,0,48,77.67588537549408,97.56916996047431,15.553359683794469,86.96442292490119,2.8893280632411065,93.81818181818183,28.58893280632411,727413,156.699604743083,105.35177075098814,69.93675889328063,43.38735335968379,71.0,94.73517786561266,59.1501976284585,253,Grand Champion II,orange,39.85770750988142,53.23715415019763,3176,2438,738,251,45,625,423,202,393,99.58,780.344,779,29,68,5,20,58.23715415019763,43.284584980237156,32.67588932806324,50.940711462450594,21.50197628458498,23.0632418972332,0,0,3,5,531,0.0,1,8,0,4,66,69.63636363636364,109.57707509881425,10.74308300395257,74.83399209486167,3.399209486166008,94.4189723320158,31.098814229249015,705344,140.1699604743083,136.09882213438735,105.84980237154151,54.98814229249012,57.67193675889328,59.05533596837944,31.636359683794467,False,0.0,USE
blue,36.07547169811321,54.95687331536387,4735,3161,1574,427,24,718,407,311,407,92.149994,816.9662,802,37,138,5,28,63.67924528301887,46.04582210242588,34.11590026954178,45.73315363881401,15.911051212938004,22.44743935309973,4,4,3,9,1666,50.0,8,14,1,4,128,67.7654986522911,115.8113126684636,8.911051212938007,71.85714285714285,3.9029649595687332,103.01617250673854,25.797846361185982,974138,148.25067385444743,139.47169811320757,106.09703504043127,48.32614824797844,58.96495956873316,57.110512129380055,31.517520215633425,371,Grand Champion II,orange,37.03504043126685,35.41509433962264,5820,4426,1394,807,147,1463,1058,405,1267,98.59,1004.1697,943,52,123,12,36,69.4743935309973,40.01616981132076,25.32345013477089,57.309973045822105,20.431266846361183,22.396226415094343,3,3,4,2,1035,21.428572,14,8,4,1,116,77.39083557951483,118.31266846361186,4.886792722371967,75.82749326145553,3.1590293800539087,85.97035040431267,35.66307277628032,1073818,155.21292991913748,120.3423180592992,84.81401617250674,43.81401617250674,66.23719676549865,78.68193261455525,47.975738544474396,False,0.0,EU
blue,40.438596491228076,40.461988304093566,4257,2670,1587,875,143,982,448,534,522,99.18,779.8845,747,37,130,7,45,58.24269005847953,50.8625730994152,41.64619883040936,47.76900584795322,15.400584795321636,18.78070058479532,2,3,1,1,929,37.5,8,2,0,0,132,93.89473684210526,111.46491228070174,9.526315789473685,79.1169649122807,4.581871345029239,80.80994152046785,25.40643274853801,1028368,151.47076023391813,113.91812280701754,78.52631578947368,48.6374269005848,74.76900292397661,86.19006432748537,46.812865497076025,342,Champion II,orange,41.39473684210526,53.67836257309941,4816,3542,1274,874,207,886,493,393,774,99.91,882.2937,817,44,112,7,33,54.385964912280706,52.98830409356725,39.23976608187134,49.14619883040936,24.88304093567251,22.184209064327487,1,1,3,5,867,50.0,2,8,0,0,103,81.38011695906432,115.7982456140351,6.763158187134503,77.54678362573098,3.8421052631578947,94.38888888888889,24.336256140350876,962918,131.48830409356725,126.53508771929825,96.05263157894737,68.61695906432747,61.883040935672504,73.57309941520468,42.17251754385964,False,0.0,JPN
blue,42.285714285714285,47.51020408163266,3956,3080,876,637,214,615,292,323,481,99.880005,722.9752,693,37,77,5,28,56.02915451895044,37.16618075801749,33.93877551020408,66.72303206997084,29.58600466472303,25.5160361516035,1,3,1,4,1052,27.272728,11,6,3,2,67,80.20407580174927,118.47230320699708,8.160349854227404,71.6064110787172,2.58600583090379,97.42274052478135,20.61807580174927,948613,161.20117784256558,124.97376093294461,92.41690962099126,37.04373177842566,61.037900874635575,73.26822157434403,44.79008746355685,343,Champion I,orange,39.30320699708455,46.59183673469388,4129,2828,1301,699,46,720,271,449,541,104.16,754.5917,742,36,116,4,41,52.352769679300295,47.3994139941691,39.973760932944614,53.19825072886297,21.04373177842566,20.810495626822156,0,1,3,5,765,16.666666,6,11,2,3,125,77.70553935860057,112.23324198250728,7.189504373177842,77.94460641399418,4.131195335276968,91.87755102040815,27.784256559766764,972260,147.3411078717201,128.52187172011662,97.41107871720118,50.029154518950435,66.92128571428572,68.85131195335276,33.03790379008746,False,0.0,EU
blue,23.64885496183206,50.74809160305344,4658,3318,1340,1415,348,1026,563,463,403,101.28,763.5857,739,51,118,10,41,57.0941475826972,48.62849872773537,35.3969465648855,46.147582697201024,24.15521628498728,13.374045292620865,0,0,8,1,268,0.0,3,8,1,1,153,75.83969465648856,88.23919338422392,13.119592366412213,96.95165903307887,4.071246819338422,91.05343511450381,31.42239312977099,1057608,125.17048346055981,139.13486005089058,109.22391857506362,73.14504325699745,52.7557251908397,59.17557251908397,36.333335877862595,393,Grand Champion I,orange,50.79898218829516,38.80152671755725,4272,3209,1063,1128,148,917,566,351,500,103.229996,700.3087,662,44,93,7,32,58.585241730279904,39.704837150127226,39.5852417302799,53.081422391857515,27.74300254452926,20.829516539440203,3,8,0,3,1594,100.0,8,3,1,1,49,64.04071501272264,105.38422391857507,12.000001017811705,81.40202798982187,1.9618320610687023,116.0381679389313,18.709923664122137,970535,158.23409669211196,122.34351145038167,85.221368956743,40.55216284987277,71.91857506361323,76.44274300254453,41.646312977099235,False,0.0,EU
blue,34.11616161616162,43.03535353535353,2984,2090,894,517,15,590,287,303,535,86.32,942.61346,917,26,80,3,27,81.36363636363636,36.409090909090914,37.237373737373744,42.08585858585859,24.171717171717173,31.47979797979798,2,3,0,2,710,75.0,4,3,0,0,51,86.61616161616162,106.52525252525251,12.07070808080808,82.18181818181817,3.6565656565656566,72.43434343434343,41.73232575757576,619897,159.43434343434345,121.7424191919192,85.51010101010101,41.343434343434346,68.38888888888889,79.03534848484848,46.88383838383838,198,Grand Champion III,orange,44.580808080808076,50.71212121212121,2843,2106,737,446,22,576,386,190,446,99.65,898.0731,848,26,69,4,18,72.76767171717172,29.515152525252525,40.26262626262626,54.20202020202019,22.555555555555554,23.55555707070707,0,0,3,2,325,0.0,3,4,0,0,120,74.48484848484847,98.1464595959596,12.257575757575758,88.62121212121212,4.444444444444445,77.78283333333333,46.76262626262627,612162,137.62121212121212,137.76263636363635,102.16161616161617,61.40404040404041,64.25757575757575,61.26767676767677,32.6060606060606,False,0.0,EU
blue,37.53892215568862,44.4251497005988,4216,2558,1658,654,150,1169,568,601,600,92.509995,785.3706,756,33,142,7,49,65.67964071856287,52.119757485029936,34.54491017964072,37.77544910179641,12.044910179640718,19.979040718562874,1,3,1,6,1100,37.5,8,8,2,2,122,75.55689221556887,118.45808383233532,8.284431137724551,71.01197604790418,3.931137425149701,93.39221556886228,28.808383233532936,952370,143.24850299401197,117.11676047904191,82.95508982035929,54.50898203592814,66.98203592814372,80.64071856287424,47.82035928143713,334,Grand Champion II,orange,45.131736526946106,50.116766467065865,4449,3220,1229,743,219,1189,784,405,510,91.22,828.77454,851,40,111,10,36,70.76347305389221,32.33532934131736,42.3562874251497,45.5808383233533,22.25449101796407,27.57185628742515,0,1,3,2,610,12.5,8,8,2,2,75,81.93712574850301,112.87125748502996,7.865269461077844,76.91017964071855,2.607784431137725,89.0119760479042,26.69760479041916,954258,139.76646706586826,117.65568862275451,86.94011976047904,57.88023952095808,56.73652694610778,79.99101197604791,53.97006287425149,False,0.0,EU
blue,37.46107784431138,44.41317365269461,4301,2628,1673,473,99,1176,565,611,588,92.270004,801.4535,762,34,141,7,49,68.04191616766467,51.5808383233533,34.48203592814371,36.47005988023952,11.508982634730538,19.709580838323355,1,3,1,6,1100,37.5,8,8,2,2,101,75.47005988023952,118.41317365269461,8.2125748502994,71.03293413173652,3.505988023952096,93.35928143712576,28.83233532934132,952203,143.1317365269461,117.03891317365269,82.86826347305389,54.52694610778443,67.00299700598802,80.62574850299401,47.79041916167665,334,Grand Champion II,orange,45.206586826347305,50.10778443113772,4448,3220,1228,743,219,1189,784,405,498,91.479996,828.84564,851,40,111,10,36,70.79341616766467,32.296405688622755,42.389221556886234,45.55988023952096,21.973053892215567,27.58383383233533,0,1,3,2,610,12.5,8,8,2,2,76,81.91018562874251,112.85928143712573,7.868263473053892,76.81437125748502,2.658682634730539,89.01796407185628,26.619760479041915,954010,139.682628742515,117.52994011976048,86.90718562874251,57.862278443113766,56.7185628742515,80.01497005988024,53.91916167664671,False,0.0,EU
blue,35.80921052631579,38.7171052631579,1778,1089,689,235,67,228,132,96,199,101.259995,742.0185,742,14,31,2,8,44.55920789473684,49.29605263157895,44.5921052631579,49.44736842105263,27.750000000000004,13.243421710526315,2,3,0,0,612,75.0,4,0,0,0,37,79.01315789473684,117.96052631578948,4.657894736842105,77.6907894736842,3.2697370394736835,103.88815789473685,17.40789539473684,390167,167.0723552631579,119.45394736842105,75.66447039473685,33.23684210526316,77.26315789473685,80.85525921052633,47.38815789473684,152,Diamond II,orange,38.546052631578945,52.75000000000001,1786,799,987,110,0,207,100,107,400,97.55,745.3572,693,9,51,1,9,50.22368421052632,55.684210526315795,43.36184210526316,44.33552631578947,19.967105263157894,15.164473684210527,0,0,3,1,199,0.0,0,4,0,0,14,64.30921052631578,125.51315789473685,5.782894736842105,69.01315789473685,1.7236842763157894,109.33552631578947,26.671052631578945,384036,134.375,154.6381513157895,113.27631578947368,65.93421052631578,61.23026315789474,45.67105263157895,25.80921052631579,False,0.0,EU
blue,35.5210643015521,43.39689578713969,5870,4568,1302,1588,581,1341,1033,308,897,113.26,835.23047,804,61,121,16,29,44.94013303769401,45.45011308203991,34.33259423503326,57.62084257206208,25.955654101995567,14.314855875831487,2,4,5,3,1290,36.363636,11,11,1,2,94,81.77605321507761,118.18847006651885,6.472283592017739,73.87139689578714,2.878048780487805,88.86253215077605,27.891350332594232,1255918,156.29046563192907,130.90022172949003,96.94013303769401,42.24168514412417,64.48337028824834,67.62971175166297,37.108647450110865,451,Grand Champion I,orange,38.110864745011085,46.59866962305987,4919,3433,1486,1136,193,1331,916,415,283,99.21,699.9147,639,45,137,11,37,55.913525498891346,43.011088691796004,37.41241906873614,51.03104212860311,42.915740576496674,13.474501108647452,1,5,4,4,1557,45.454544,11,11,2,1,157,75.96231263858093,106.1929046563193,14.379157427937914,77.87583148558758,3.80709534368071,97.73835920177383,24.7450110864745,1254388,148.28159645232816,130.46119733924613,95.91130820399113,50.166297117516635,66.4478935698448,67.98669623059868,36.090906873614195,True,66.0,EU
blue,43.05833333333333,46.61666666666667,4887,3630,1257,926,255,546,259,287,702,108.56,856.2168,788,45,107,5,27,54.94722222222222,40.48888888888889,35.736111111111114,59.93333333333333,25.83889,17.491666666666667,2,2,3,3,839,22.222221,9,10,2,3,78,75.17222222222222,100.75278333333333,7.5,89.30833333333334,2.7583333333333333,87.78888333333333,34.59444166666667,1021372,150.99165277777777,130.88333333333333,96.48610555555555,46.56388888888889,64.65833055555555,66.675,36.41388888888889,360,Grand Champion I,orange,37.09166666666667,46.38055555555555,5311,3884,1427,789,101,917,475,442,795,104.58,930.5028,898,48,109,6,39,57.40555555555555,37.830555555555556,37.30278055555555,58.772222222222226,17.552777777777777,29.225,1,3,2,5,1078,30.0,10,9,3,2,160,80.22777777777777,116.31111111111112,5.6583330555555555,76.425,4.749999444444445,85.15833333333333,33.01111222222222,1023521,147.16666666666666,119.07777777777777,86.02777777777777,51.227777777777774,65.825,79.31666666666666,46.544444444444444,False,0.0,EU
blue,29.913793103448278,44.91871921182266,5132,3863,1269,416,40,887,447,440,582,90.2,825.39,760,45,111,5,39,67.72167487684729,47.09852216748768,38.38423645320197,37.051726600985226,21.115763546798032,27.137931034482758,1,6,4,2,1228,46.153847,13,7,1,1,55,79.85221674876847,110.27339901477833,10.172413793103448,78.05665024630542,3.495074137931035,100.20443842364533,18.445812807881772,1055454,152.8448275862069,128.1502463054187,95.58128078817734,45.6576354679803,60.27339655172413,70.35467980295567,42.64778325123153,406,Diamond I,orange,39.793103448275865,42.44581280788178,4260,3209,1051,744,146,412,173,239,532,108.16,685.1445,645,39,95,3,22,55.179802955665025,40.47290640394088,29.73645221674877,60.21675123152709,25.403940886699505,30.332512315270936,1,4,6,5,1166,57.142857,7,13,1,1,89,72.27093103448277,121.76847290640393,7.169950492610837,69.74384236453203,2.376847290640394,112.82019704433498,13.593596551724138,981540,150.51724137931035,144.11330049261085,113.77339408866996,48.16256403940887,57.18226600985221,54.57142857142857,27.72906403940887,False,0.0,EU
blue,35.81196581196581,50.7977207977208,4628,3549,1079,685,149,1183,764,419,609,111.96,831.4519,811,43,96,9,32,45.561256410256405,37.324786324786324,39.21937321937322,70.58119373219374,29.572649572649574,20.507121367521368,2,3,2,4,1061,42.857143,7,8,3,0,115,75.82905982905984,108.49287749287751,9.284900284900285,82.31623931623932,4.0,91.93447293447294,32.33333333333333,1005975,138.0968660968661,130.45014245014247,96.30768660968661,62.0,58.31908831908832,69.64672079772079,45.46723646723647,351,Champion III,orange,45.08831908831908,42.13105413105413,3760,2111,1649,751,186,1106,539,567,236,96.53,675.50977,636,29,138,7,43,62.53276068376069,50.76638176638176,30.153846153846153,49.002849002849004,15.227920227920228,26.04843304843305,1,2,3,3,847,25.0,8,7,0,3,222,80.47862678062678,125.31623931623932,6.62962962962963,65.75783475783476,5.811965811965812,100.71509971509971,16.509970655270656,949708,138.5783475783476,120.86894586894587,91.02849002849003,59.12535612535612,59.19372934472935,76.83190883190883,47.48148148148148,False,0.0,USE
blue,45.19292604501608,42.35691318327974,4491,3333,1158,796,61,1292,836,456,497,105.27,900.8727,904,41,103,9,37,64.5144694533762,34.27009646302251,27.186495176848872,66.70096463022507,20.94855305466238,29.987138263665596,0,0,3,6,735,0.0,4,13,0,2,165,83.30225080385853,111.45337620578779,11.565916398713826,75.63022508038586,5.093247588424437,81.45016077170418,33.89710610932476,939955,143.37299035369776,120.81349839228297,84.09003215434083,55.27331189710611,68.41800643086818,77.83601286173634,46.141479099678456,311,Grand Champion II,orange,39.48231511254019,52.71382636655948,3915,2501,1414,643,76,760,340,420,544,97.93,785.32983,748,32,126,4,39,71.30225080385853,33.27331061093248,38.21221864951769,53.5112540192926,22.67524115755627,16.536977491961416,1,3,0,3,882,23.076923,13,4,2,0,86,78.68810289389067,120.92605144694532,10.800643086816722,67.57556270096462,3.5337620578778135,95.44051446945338,25.17363344051447,893800,154.9742765273312,131.41479099678457,92.2282958199357,44.327974276527335,69.87781350482315,67.88745980707395,37.19292604501608,False,0.0,EU
